,model_filename,camera,res,steps,backend,visJoint,visSkin,visFlexSkin,visTexture,visFog,visShadow,visReflection,fps
0,../rodent.xml,side,256,8192,egl,True,True,True,True,True,True,True,870.2450753403441
1,../rodent.xml,side,256,8192,egl,False,True,True,True,True,True,True,897.6713107577033
2,../rodent.xml,side,256,8192,egl,False,True,False,True,False,True,True,894.8513146861845
3,../rodent.xml,side,256,8192,egl,False,False,False,True,False,True,True,1747.0220758969929
4,../rodent.xml,side,256,8192,egl,False,False,False,True,True,True,True,1797.059325794274
5,../rodent.xml,side,256,8192,egl,False,False,False,True,False,False,True,2418.779726754653
6,../rodent.xml,side,256,8192,egl,False,False,False,True,False,True,False,1922.8984797010105
7,../rodent.xml,side,256,8192,egl,False,False,False,True,False,False,False,2933.9848691984407
8,../rodent.xml,side,256,8192,egl,False,False,False,False,True,True,True,1697.8371568067334
9,../rodent.xml,side,256,8192,egl,False,True,False,True,False,False,False,1029.5615984263288
10,../rodent.xml,side,256,8192,egl,False,True,False,False,False,False,False,957.8975284940443
11,../rodent.xml,side,256,8192,egl,False,True,True,True,False,False,False,935.9024350781518
12,../rodent.xml,side,256,8192,egl,False,True,True,False,False,False,False,949.9938970998368
13,../rodent.xml,side,256,8192,egl,False,True,True,False,True,False,False,958.5956981658236
14,../rodent.xml,side,256,8192,egl,False,False,False,False,True,False,False,2672.8078213984477
15,../rodent.xml,side,256,8192,egl,True,False,False,False,False,False,False,2474.166214974278
16,../rodent.xml,side,256,8192,egl,False,False,False,False,False,False,False,2853.67917442001
17,../rodent.xml,egocentric,256,8192,egl,True,True,True,True,True,True,True,812.7047623111399
18,../rodent.xml,egocentric,256,8192,egl,False,True,True,True,True,True,True,815.3743363909392
19,../rodent.xml,egocentric,256,8192,egl,False,True,False,True,False,True,True,828.8972766512527
20,../rodent.xml,egocentric,256,8192,egl,False,False,False,True,False,True,True,1962.161201564487
21,../rodent.xml,egocentric,256,8192,egl,False,False,False,True,True,True,True,2017.0899995896518
22,../rodent.xml,egocentric,256,8192,egl,False,False,False,True,False,False,True,3134.5650340986895
23,../rodent.xml,egocentric,256,8192,egl,False,False,False,True,False,True,False,2214.1369187330815
24,../rodent.xml,egocentric,256,8192,egl,False,False,False,True,False,False,False,3586.029071687313
25,../rodent.xml,egocentric,256,8192,egl,False,False,False,False,True,True,True,1995.307644577719
26,../rodent.xml,egocentric,256,8192,egl,False,True,False,True,False,False,False,1130.4051855067923
27,../rodent.xml,egocentric,256,8192,egl,False,True,False,False,False,False,False,981.0908536452
28,../rodent.xml,egocentric,256,8192,egl,False,True,True,True,False,False,False,1002.7819931552896
29,../rodent.xml,egocentric,256,8192,egl,False,True,True,False,False,False,False,1005.5378566083318
30,../rodent.xml,egocentric,256,8192,egl,False,True,True,False,True,False,False,969.8422590925662
31,../rodent.xml,egocentric,256,8192,egl,False,False,False,False,True,False,False,3330.492800177731
32,../rodent.xml,egocentric,256,8192,egl,True,False,False,False,False,False,False,3261.493088733411
33,../rodent.xml,egocentric,256,8192,egl,False,False,False,False,False,False,False,3446.388823825601
34,../rodent.xml,egocentric,64,8192,egl,True,True,True,True,True,True,True,832.588175006133
35,../rodent.xml,egocentric,64,8192,egl,False,True,True,True,True,True,True,818.1575586773567
36,../rodent.xml,egocentric,64,8192,egl,False,True,False,True,False,True,True,819.3214633192758
37,../rodent.xml,egocentric,64,8192,egl,False,False,False,True,False,True,True,2322.7138243355203
38,../rodent.xml,egocentric,64,8192,egl,False,False,False,True,True,True,True,2474.093350067433
39,../rodent.xml,egocentric,64,8192,egl,False,False,False,True,False,False,True,4274.142604694278
40,../rodent.xml,egocentric,64,8192,egl,False,False,False,True,False,True,False,2694.771958911787
41,../rodent.xml,egocentric,64,8192,egl,False,False,False,True,False,False,False,5042.536580755532
42,../rodent.xml,egocentric,64,8192,egl,False,False,False,False,True,True,True,2466.4357154096265
43,../rodent.xml,egocentric,64,8192,egl,False,True,False,True,False,False,False,1202.0661830634092
44,../rodent.xml,egocentric,64,8192,egl,False,True,False,False,False,False,False,1056.1390553514213
45,../rodent.xml,egocentric,64,8192,egl,False,True,True,True,False,False,False,998.8352366870906
46,../rodent.xml,egocentric,64,8192,egl,False,True,True,False,False,False,False,1056.6922919984104
47,../rodent.xml,egocentric,64,8192,egl,False,True,True,False,True,False,False,1061.7963496177133
48,../rodent.xml,egocentric,64,8192,egl,False,False,False,False,True,False,False,4820.941674580031
49,../rodent.xml,egocentric,64,8192,egl,True,False,False,False,False,False,False,4669.143084506154
50,../rodent.xml,egocentric,64,8192,egl,False,False,False,False,False,False,False,4778.132668728399
